Full Name,State,County,Year,Total Population,Total Worked from Home,Total With Public Assistance,Median Household Income,Median Rent,FIPS
"Rutherford County, Tennessee",Tennessee,Rutherford County,2023,367101,27141.0,1012,81628,1395,47149
"Sevier County, Tennessee",Tennessee,Sevier County,2005,78645,,915,37598,470,47155
"Sevier County, Tennessee",Tennessee,Sevier County,2006,81382,,399,39555,523,47155
"Sevier County, Tennessee",Tennessee,Sevier County,2007,83527,,542,39552,523,47155
"Sevier County, Tennessee",Tennessee,Sevier County,2008,84835,,897,39765,491,47155
"Sevier County, Tennessee",Tennessee,Sevier County,2009,86243,,647,42099,521,47155
"Sevier County, Tennessee",Tennessee,Sevier County,2010,90072,,626,40402,504,47155
"Sevier County, Tennessee",Tennessee,Sevier County,2011,91466,,773,42066,581,47155
"Sevier County, Tennessee",Tennessee,Sevier County,2012,92512,,401,43292,569,47155
"Sevier County, Tennessee",Tennessee,Sevier County,2013,93570,,1038,40715,557,47155
"Sevier County, Tennessee",Tennessee,Sevier County,2014,95110,,477,39175,600,47155
"Sevier County, Tennessee",Tennessee,Sevier County,2015,95946,,438,42107,598,47155
"Sevier County, Tennessee",Tennessee,Sevier County,2016,96673,,1005,45609,597,47155
"Sevier County, Tennessee",Tennessee,Sevier County,2017,97638,,586,49963,576,47155
"Sevier County, Tennessee",Tennessee,Sevier County,2018,97892,,724,47411,647,47155
"Sevier County, Tennessee",Tennessee,Sevier County,2019,98250,,752,57741,708,47155
"Sevier County, Tennessee",Tennessee,Sevier County,2021,99517,,2108,50239,694,47155
"Sevier County, Tennessee",Tennessee,Sevier County,2022,98789,,1293,59315,859,47155
"Sevier County, Tennessee",Tennessee,Sevier County,2023,99415,,731,59665,863,47155
"Shelby County, Tennessee",Tennessee,Shelby County,2005,889955,8109.0,13405,40839,539,47157
"Shelby County, Tennessee",Tennessee,Shelby County,2006,911438,9184.0,14114,41175,530,47157
"Shelby County, Tennessee",Tennessee,Shelby County,2007,910100,8459.0,13654,44282,574,47157
"Shelby County, Tennessee",Tennessee,Shelby County,2008,906825,11349.0,10223,45714,599,47157
"Shelby County, Tennessee",Tennessee,Shelby County,2009,920232,13520.0,11343,41807,589,47157
"Shelby County, Tennessee",Tennessee,Shelby County,2010,929030,11024.0,13059,43990,604,47157
"Shelby County, Tennessee",Tennessee,Shelby County,2011,935088,11767.0,11651,44391,615,47157
"Shelby County, Tennessee",Tennessee,Shelby County,2012,940764,10414.0,9623,44694,625,47157
"Shelby County, Tennessee",Tennessee,Shelby County,2013,939465,10010.0,9348,45226,642,47157
"Shelby County, Tennessee",Tennessee,Shelby County,2014,938803,11220.0,7679,43938,649,47157
"Shelby County, Tennessee",Tennessee,Shelby County,2015,938069,14250.0,8118,47083,656,47157
"Shelby County, Tennessee",Tennessee,Shelby County,2016,934603,16215.0,6854,47690,680,47157
"Shelby County, Tennessee",Tennessee,Shelby County,2017,936961,16446.0,5723,49647,700,47157
"Shelby County, Tennessee",Tennessee,Shelby County,2018,935764,10467.0,3950,47500,694,47157
"Shelby County, Tennessee",Tennessee,Shelby County,2019,937166,14770.0,5881,52614,733,47157
"Shelby County, Tennessee",Tennessee,Shelby County,2021,924454,52488.0,6734,54841,788,47157
"Shelby County, Tennessee",Tennessee,Shelby County,2022,916371,51953.0,4859,61516,857,47157
"Shelby County, Tennessee",Tennessee,Shelby County,2023,910042,42317.0,5991,62413,941,47157
"Sullivan County, Tennessee",Tennessee,Sullivan County,2005,150027,,2683,34555,360,47163
"Sullivan County, Tennessee",Tennessee,Sullivan County,2006,153239,,1891,36289,393,47163
"Sullivan County, Tennessee",Tennessee,Sullivan County,2007,153519,,1775,38931,398,47163
"Sullivan County, Tennessee",Tennessee,Sullivan County,2008,153900,,1809,41296,449,47163
"Sullivan County, Tennessee",Tennessee,Sullivan County,2009,154552,,1800,36911,458,47163
"Sullivan County, Tennessee",Tennessee,Sullivan County,2010,156794,,1739,34590,426,47163
"Sullivan County, Tennessee",Tennessee,Sullivan County,2011,157419,,1072,39541,449,47163
"Sullivan County, Tennessee",Tennessee,Sullivan County,2012,156786,2501.0,2187,37890,502,47163
"Sullivan County, Tennessee",Tennessee,Sullivan County,2013,156595,,1898,40148,475,47163
"Sullivan County, Tennessee",Tennessee,Sullivan County,2014,157047,,2361,38251,440,47163
"Sullivan County, Tennessee",Tennessee,Sullivan County,2015,156791,,1597,42012,500,47163
"Sullivan County, Tennessee",Tennessee,Sullivan County,2016,156667,,3079,42859,497,47163
"Sullivan County, Tennessee",Tennessee,Sullivan County,2017,157158,,2067,44909,489,47163
"Sullivan County, Tennessee",Tennessee,Sullivan County,2018,157668,,555,44652,470,47163
"Sullivan County, Tennessee",Tennessee,Sullivan County,2019,158348,,1357,51860,538,47163
"Sullivan County, Tennessee",Tennessee,Sullivan County,2021,159265,,1154,48063,602,47163
"Sullivan County, Tennessee",Tennessee,Sullivan County,2022,160820,,612,53585,629,47163
"Sullivan County, Tennessee",Tennessee,Sullivan County,2023,162135,,841,56481,689,47163
"Sumner County, Tennessee",Tennessee,Sumner County,2005,143618,,1362,51890,549,47165
"Sumner County, Tennessee",Tennessee,Sumner County,2006,149416,,1296,53306,551,47165
"Sumner County, Tennessee",Tennessee,Sumner County,2007,152721,,834,50688,596,47165
"Sumner County, Tennessee",Tennessee,Sumner County,2008,155474,,1235,55167,641,47165
"Sumner County, Tennessee",Tennessee,Sumner County,2009,158759,,746,54090,611,47165
"Sumner County, Tennessee",Tennessee,Sumner County,2010,161250,,2619,47110,618,47165
"Sumner County, Tennessee",Tennessee,Sumner County,2011,163686,,4317,52115,613,47165
"Sumner County, Tennessee",Tennessee,Sumner County,2012,166123,,3910,55105,687,47165
"Sumner County, Tennessee",Tennessee,Sumner County,2013,168888,3534.0,4437,55917,678,47165
"Sumner County, Tennessee",Tennessee,Sumner County,2014,172706,3164.0,2009,58316,729,47165
"Sumner County, Tennessee",Tennessee,Sumner County,2015,175989,,1082,59753,788,47165
"Sumner County, Tennessee",Tennessee,Sumner County,2016,180063,4571.0,1100,60503,742,47165
"Sumner County, Tennessee",Tennessee,Sumner County,2017,183545,,709,65014,844,47165
"Sumner County, Tennessee",Tennessee,Sumner County,2018,187149,,1240,65948,843,47165
"Sumner County, Tennessee",Tennessee,Sumner County,2019,191283,,632,68743,912,47165
"Sumner County, Tennessee",Tennessee,Sumner County,2021,200557,,1597,70092,1034,47165
"Sumner County, Tennessee",Tennessee,Sumner County,2022,203858,19713.0,379,88764,1192,47165
"Sumner County, Tennessee",Tennessee,Sumner County,2023,207994,,618,86081,1306,47165
"Washington County, Tennessee",Tennessee,Washington County,2005,108537,,756,39348,444,47179
"Washington County, Tennessee",Tennessee,Washington County,2006,114316,,1031,36551,420,47179
"Washington County, Tennessee",Tennessee,Washington County,2007,116657,,1120,39930,450,47179
"Washington County, Tennessee",Tennessee,Washington County,2008,118639,,594,43021,500,47179
"Washington County, Tennessee",Tennessee,Washington County,2009,120598,,702,39362,485,47179
"Washington County, Tennessee",Tennessee,Washington County,2010,123338,,451,42213,506,47179
"Washington County, Tennessee",Tennessee,Washington County,2011,124353,,1202,41564,505,47179
"Washington County, Tennessee",Tennessee,Washington County,2012,125094,,797,42448,535,47179
"Washington County, Tennessee",Tennessee,Washington County,2013,125546,,754,41349,508,47179
"Washington County, Tennessee",Tennessee,Washington County,2014,126242,,577,42950,559,47179
"Washington County, Tennessee",Tennessee,Washington County,2015,126302,,940,45484,585,47179
"Washington County, Tennessee",Tennessee,Washington County,2016,127440,,1243,46276,585,47179
"Washington County, Tennessee",Tennessee,Washington County,2017,127806,,713,40697,590,47179
"Washington County, Tennessee",Tennessee,Washington County,2018,128607,,398,48765,582,47179
"Washington County, Tennessee",Tennessee,Washington County,2019,129375,,1157,51428,651,47179
"Washington County, Tennessee",Tennessee,Washington County,2021,134236,,837,56009,724,47179
"Washington County, Tennessee",Tennessee,Washington County,2022,136172,,629,64899,777,47179
"Washington County, Tennessee",Tennessee,Washington County,2023,138420,,363,60729,858,47179
"Williamson County, Tennessee",Tennessee,Williamson County,2005,152604,,348,78369,777,47187
"Williamson County, Tennessee",Tennessee,Williamson County,2006,160781,,555,81449,806,47187
"Williamson County, Tennessee",Tennessee,Williamson County,2007,166128,,365,81954,912,47187
"Williamson County, Tennessee",Tennessee,Williamson County,2008,171452,,499,93321,910,47187
"Williamson County, Tennessee",Tennessee,Williamson County,2009,176838,,323,85403,889,47187
"Williamson County, Tennessee",Tennessee,Williamson County,2010,184035,,962,80533,866,47187
"Williamson County, Tennessee",Tennessee,Williamson County,2011,188560,,574,86962,868,47187
"Williamson County, Tennessee",Tennessee,Williamson County,2012,192911,,1419,90759,962,47187
"Williamson County, Tennessee",Tennessee,Williamson County,2013,198901,,403,88759,980,47187
"Williamson County, Tennessee",Tennessee,Williamson County,2014,205226,,558,93337,1122,47187
"Williamson County, Tennessee",Tennessee,Williamson County,2015,211672,,562,102881,1199,47187
"Williamson County, Tennessee",Tennessee,Williamson County,2016,219107,9286.0,391,106054,1248,47187
"Williamson County, Tennessee",Tennessee,Williamson County,2017,226257,,252,105622,1311,47187
"Williamson County, Tennessee",Tennessee,Williamson County,2018,231729,,571,110700,1389,47187
"Williamson County, Tennessee",Tennessee,Williamson County,2019,238412,16371.0,116,115507,1461,47187
"Williamson County, Tennessee",Tennessee,Williamson County,2021,255735,,655,117927,1492,47187
"Williamson County, Tennessee",Tennessee,Williamson County,2022,260815,,531,129275,1752,47187
"Williamson County, Tennessee",Tennessee,Williamson County,2023,264460,,446,133990,1828,47187
"Wilson County, Tennessee",Tennessee,Wilson County,2005,99204,,501,56138,548,47189
"Wilson County, Tennessee",Tennessee,Wilson County,2006,104035,,360,60278,581,47189
"Wilson County, Tennessee",Tennessee,Wilson County,2007,106356,,532,59831,585,47189
"Wilson County, Tennessee",Tennessee,Wilson County,2008,109803,,764,57713,635,47189
"Wilson County, Tennessee",Tennessee,Wilson County,2009,112377,2060.0,831,61082,623,47189
"Wilson County, Tennessee",Tennessee,Wilson County,2010,114537,,561,55343,607,47189
"Wilson County, Tennessee",Tennessee,Wilson County,2011,116617,,1051,59987,670,47189
"Wilson County, Tennessee",Tennessee,Wilson County,2012,118961,,944,56485,678,47189
"Wilson County, Tennessee",Tennessee,Wilson County,2013,121945,,1216,56278,708,47189
"Wilson County, Tennessee",Tennessee,Wilson County,2014,125376,,658,59685,682,47189
"Wilson County, Tennessee",Tennessee,Wilson County,2015,128911,,750,64476,687,47189
"Wilson County, Tennessee",Tennessee,Wilson County,2016,132781,,571,71153,834,47189
"Wilson County, Tennessee",Tennessee,Wilson County,2017,136442,,332,69959,849,47189
"Wilson County, Tennessee",Tennessee,Wilson County,2018,140625,,553,76756,922,47189
"Wilson County, Tennessee",Tennessee,Wilson County,2019,144657,,675,80071,892,47189
"Wilson County, Tennessee",Tennessee,Wilson County,2021,151917,,352,80960,1090,47189
"Wilson County, Tennessee",Tennessee,Wilson County,2022,158555,,583,87003,1179,47189
"Wilson County, Tennessee",Tennessee,Wilson County,2023,163674,,221,96171,1372,47189
"Angelina County, Texas",Texas,Angelina County,2005,78839,,669,37236,421,48005
"Angelina County, Texas",Texas,Angelina County,2006,82524,,779,40670,402,48005
"Angelina County, Texas",Texas,Angelina County,2007,82812,,1090,36464,463,48005
"Angelina County, Texas",Texas,Angelina County,2008,83038,,1033,33796,470,48005
"Angelina County, Texas",Texas,Angelina County,2009,83675,,590,37931,473,48005
"Angelina County, Texas",Texas,Angelina County,2010,86953,,601,37775,461,48005
"Angelina County, Texas",Texas,Angelina County,2011,87669,,607,39007,551,48005
"Angelina County, Texas",Texas,Angelina County,2012,87597,,1605,39489,528,48005
"Angelina County, Texas",Texas,Angelina County,2013,87441,,512,42750,542,48005
"Angelina County, Texas",Texas,Angelina County,2014,87750,,838,42156,578,48005
"Angelina County, Texas",Texas,Angelina County,2015,88255,,425,49768,624,48005
"Angelina County, Texas",Texas,Angelina County,2016,87791,,604,41161,584,48005
"Angelina County, Texas",Texas,Angelina County,2017,87805,,327,45326,608,48005
"Angelina County, Texas",Texas,Angelina County,2018,87092,,307,47519,595,48005
"Angelina County, Texas",Texas,Angelina County,2019,86715,,542,53320,647,48005
"Angelina County, Texas",Texas,Angelina County,2021,86506,,1327,50045,739,48005
"Angelina County, Texas",Texas,Angelina County,2022,87101,,891,58180,759,48005
"Angelina County, Texas",Texas,Angelina County,2023,87319,,605,56864,825,48005
"Bastrop County, Texas",Texas,Bastrop County,2005,61724,,251,46097,541,48021
"Bastrop County, Texas",Texas,Bastrop County,2006,64544,,668,53157,651,48021
"Bastrop County, Texas",Texas,Bastrop County,2007,67487,,155,51823,692,48021
"Bastrop County, Texas",Texas,Bastrop County,2008,71776,,290,50492,590,48021
"Bastrop County, Texas",Texas,Bastrop County,2009,74876,,466,48185,641,48021
"Bastrop County, Texas",Texas,Bastrop County,2010,74403,,540,49880,561,48021
"Bastrop County, Texas",Texas,Bastrop County,2011,75115,,301,55599,685,48021
"Bastrop County, Texas",Texas,Bastrop County,2012,74763,,904,49364,646,48021
"Bastrop County, Texas",Texas,Bastrop County,2013,75825,,668,48652,719,48021
"Bastrop County, Texas",Texas,Bastrop County,2014,78069,,1008,53631,680,48021
"Bastrop County, Texas",Texas,Bastrop County,2015,80527,,728,63129,731,48021
"Bastrop County, Texas",Texas,Bastrop County,2016,82733,,348,56508,701,48021
"Bastrop County, Texas",Texas,Bastrop County,2017,84761,,694,72107,749,48021
"Bastrop County, Texas",Texas,Bastrop County,2018,86976,,270,69067,882,48021
"Bastrop County, Texas",Texas,Bastrop County,2019,88723,,295,57938,1036,48021
"Bastrop County, Texas",Texas,Bastrop County,2021,102058,,916,80423,820,48021
"Bastrop County, Texas",Texas,Bastrop County,2022,106188,,510,72663,905,48021
"Bastrop County, Texas",Texas,Bastrop County,2023,110778,,379,76522,1355,48021
"Bell County, Texas",Texas,Bell County,2005,246592,,1220,42019,557,48027
"Bell County, Texas",Texas,Bell County,2006,257897,3102.0,1068,43231,550,48027
"Bell County, Texas",Texas,Bell County,2007,276975,3859.0,1220,48081,557,48027
"Bell County, Texas",Texas,Bell County,2008,285084,4518.0,1237,49967,612,48027
"Bell County, Texas",Texas,Bell County,2009,285787,3558.0,1382,45966,631,48027
"Bell County, Texas",Texas,Bell County,2010,313000,2856.0,2074,50175,634,48027
"Bell County, Texas",Texas,Bell County,2011,315196,,3185,45309,662,48027
"Bell County, Texas",Texas,Bell County,2012,323037,3411.0,1881,49091,649,48027
"Bell County, Texas",Texas,Bell County,2013,326843,4286.0,2171,50656,671,48027
"Bell County, Texas",Texas,Bell County,2014,329140,5489.0,3262,51221,698,48027
"Bell County, Texas",Texas,Bell County,2015,334941,5935.0,1816,48908,701,48027
"Bell County, Texas",Texas,Bell County,2016,340411,6105.0,1547,52275,708,48027
"Bell County, Texas",Texas,Bell County,2017,347833,5120.0,1554,52479,764,48027
"Bell County, Texas",Texas,Bell County,2018,355642,8244.0,1600,54495,756,48027
"Bell County, Texas",Texas,Bell County,2019,362924,7265.0,1916,54560,754,48027
"Bell County, Texas",Texas,Bell County,2021,379617,16018.0,2486,58542,835,48027
"Bell County, Texas",Texas,Bell County,2022,388386,19886.0,2429,62137,894,48027
"Bell County, Texas",Texas,Bell County,2023,393193,17424.0,2564,69890,1120,48027
"Bexar County, Texas",Texas,Bexar County,2005,1482598,20494.0,11215,42113,548,48029
"Bexar County, Texas",Texas,Bexar County,2006,1555592,20734.0,7836,42860,571,48029
"Bexar County, Texas",Texas,Bexar County,2007,1594493,20053.0,8469,44578,598,48029
"Bexar County, Texas",Texas,Bexar County,2008,1622899,23066.0,10504,45775,617,48029
"Bexar County, Texas",Texas,Bexar County,2009,1651448,23268.0,11013,45383,634,48029
"Bexar County, Texas",Texas,Bexar County,2010,1723780,23684.0,12020,47921,655,48029
"Bexar County, Texas",Texas,Bexar County,2011,1756153,33073.0,14796,46704,674,48029
"Bexar County, Texas",Texas,Bexar County,2012,1785704,33606.0,13011,49874,683,48029
"Bexar County, Texas",Texas,Bexar County,2013,1817610,32134.0,11037,49769,713,48029
"Bexar County, Texas",Texas,Bexar County,2014,1855866,32747.0,10592,50760,741,48029
"Bexar County, Texas",Texas,Bexar County,2015,1897753,36247.0,9745,52286,771,48029
"Bexar County, Texas",Texas,Bexar County,2016,1928680,38607.0,9618,53210,795,48029
"Bexar County, Texas",Texas,Bexar County,2017,1958578,42423.0,11151,54175,807,48029
"Bexar County, Texas",Texas,Bexar County,2018,1986049,36819.0,12410,54149,848,48029
"Bexar County, Texas",Texas,Bexar County,2019,2003554,40762.0,10826,58964,890,48029
"Bexar County, Texas",Texas,Bexar County,2021,2028236,152574.0,23573,63057,984,48029
"Bexar County, Texas",Texas,Bexar County,2022,2059530,147747.0,19570,65854,1083,48029
"Bexar County, Texas",Texas,Bexar County,2023,2087679,145715.0,14567,69807,1167,48029
"Bowie County, Texas",Texas,Bowie County,2005,83813,,829,32626,392,48037
"Bowie County, Texas",Texas,Bowie County,2006,91455,,269,39430,433,48037
"Bowie County, Texas",Texas,Bowie County,2007,91553,,302,43667,397,48037
"Bowie County, Texas",Texas,Bowie County,2008,92283,,421,38420,488,48037
"Bowie County, Texas",Texas,Bowie County,2009,93964,,333,40860,440,48037
"Bowie County, Texas",Texas,Bowie County,2010,92723,,715,43760,547,48037
"Bowie County, Texas",Texas,Bowie County,2011,92793,,517,45035,491,48037
"Bowie County, Texas",Texas,Bowie County,2012,93148,,567,38924,527,48037
"Bowie County, Texas",Texas,Bowie County,2013,93487,,751,41142,528,48037
"Bowie County, Texas",Texas,Bowie County,2014,93275,,279,40493,569,48037
"Bowie County, Texas",Texas,Bowie County,2015,93389,,831,40662,560,48037
"Bowie County, Texas",Texas,Bowie County,2016,93860,,209,45997,584,48037
"Bowie County, Texas",Texas,Bowie County,2017,94012,,419,50573,548,48037
"Bowie County, Texas",Texas,Bowie County,2018,94324,,355,47134,620,48037
"Bowie County, Texas",Texas,Bowie County,2019,93245,,308,51802,603,48037
"Bowie County, Texas",Texas,Bowie County,2021,92581,,612,54154,663,48037
"Bowie County, Texas",Texas,Bowie County,2022,92035,,669,49771,655,48037
"Bowie County, Texas",Texas,Bowie County,2023,91687,,636,53212,776,48037
"Brazoria County, Texas",Texas,Brazoria County,2005,267376,,1839,49690,466,48039
"Brazoria County, Texas",Texas,Brazoria County,2006,287898,2750.0,798,56774,539,48039
"Brazoria County, Texas",Texas,Brazoria County,2007,294233,3954.0,413,60864,590,48039
"Brazoria County, Texas",Texas,Brazoria County,2008,301044,3608.0,683,64076,600,48039
"Brazoria County, Texas",Texas,Brazoria County,2009,309208,4016.0,1535,67644,627,48039
"Brazoria County, Texas",Texas,Brazoria County,2010,314494,4230.0,1753,64633,682,48039
"Brazoria County, Texas",Texas,Brazoria County,2011,319973,2753.0,2136,61924,625,48039
"Brazoria County, Texas",Texas,Brazoria County,2012,324769,3583.0,550,65024,714,48039
"Brazoria County, Texas",Texas,Brazoria County,2013,330242,4851.0,1238,66250,688,48039
"Brazoria County, Texas",Texas,Brazoria County,2014,338124,3521.0,1100,74799,784,48039
"Brazoria County, Texas",Texas,Brazoria County,2015,346312,,617,71251,854,48039
"Brazoria County, Texas",Texas,Brazoria County,2016,354195,3304.0,1052,74799,829,48039
"Brazoria County, Texas",Texas,Brazoria County,2017,362457,6015.0,2435,82229,959,48039
"Brazoria County, Texas",Texas,Brazoria County,2018,370200,10094.0,2157,73623,1014,48039
"Brazoria County, Texas",Texas,Brazoria County,2019,374264,8525.0,899,84904,1052,48039
"Brazoria County, Texas",Texas,Brazoria County,2021,379689,,5797,82460,1062,48039
"Brazoria County, Texas",Texas,Brazoria County,2022,388181,,2208,86083,1103,48039
"Brazoria County, Texas",Texas,Brazoria County,2023,398938,20809.0,2139,93680,1238,48039
"Brazos County, Texas",Texas,Brazos County,2005,143502,,897,30010,545,48041
"Brazos County, Texas",Texas,Brazos County,2006,159006,1869.0,1174,35899,542,48041
"Brazos County, Texas",Texas,Brazos County,2007,170954,2760.0,1375,37783,561,48041
"Brazos County, Texas",Texas,Brazos County,2008,175122,2575.0,1784,37634,586,48041
"Brazos County, Texas",Texas,Brazos County,2009,179992,2169.0,2432,32984,647,48041
"Brazos County, Texas",Texas,Brazos County,2010,195693,2386.0,2208,35407,632,48041
"Brazos County, Texas",Texas,Brazos County,2011,197632,2385.0,1441,33817,671,48041
"Brazos County, Texas",Texas,Brazos County,2012,200665,1936.0,949,39898,651,48041
"Brazos County, Texas",Texas,Brazos County,2013,203164,3333.0,1044,37913,694,48041
"Brazos County, Texas",Texas,Brazos County,2014,209152,2499.0,918,40973,708,48041
"Brazos County, Texas",Texas,Brazos County,2015,215037,3359.0,712,44270,709,48041
"Brazos County, Texas",Texas,Brazos County,2016,220417,3779.0,1574,41559,739,48041
"Brazos County, Texas",Texas,Brazos County,2017,222830,3567.0,471,45155,756,48041
"Brazos County, Texas",Texas,Brazos County,2018,226758,2749.0,1347,50110,800,48041
"Brazos County, Texas",Texas,Brazos County,2019,229211,4895.0,1401,55121,808,48041
"Brazos County, Texas",Texas,Brazos County,2021,237032,13154.0,2023,49362,887,48041
"Brazos County, Texas",Texas,Brazos County,2022,242014,15326.0,1535,60393,917,48041
"Brazos County, Texas",Texas,Brazos County,2023,244703,8946.0,1105,53123,993,48041
"Cameron County, Texas",Texas,Cameron County,2005,374081,,5141,24684,374,48061
"Cameron County, Texas",Texas,Cameron County,2006,387717,3282.0,3601,27672,382,48061
"Cameron County, Texas",Texas,Cameron County,2007,387210,3803.0,2522,29347,372,48061
"Cameron County, Texas",Texas,Cameron County,2008,392736,3154.0,2219,30622,427,48061
"Cameron County, Texas",Texas,Cameron County,2009,396371,2476.0,2839,30864,426,48061
"Cameron County, Texas",Texas,Cameron County,2010,408054,4303.0,2863,31736,471,48061
"Cameron County, Texas",Texas,Cameron County,2011,414123,3723.0,4168,32070,493,48061
"Cameron County, Texas",Texas,Cameron County,2012,415557,2467.0,2789,30953,469,48061
"Cameron County, Texas",Texas,Cameron County,2013,417276,3138.0,2847,34374,496,48061
"Cameron County, Texas",Texas,Cameron County,2014,420392,3617.0,2794,32093,502,48061
"Cameron County, Texas",Texas,Cameron County,2015,422156,3320.0,3495,34074,514,48061
"Cameron County, Texas",Texas,Cameron County,2016,422135,3304.0,4056,37061,548,48061
"Cameron County, Texas",Texas,Cameron County,2017,423725,5415.0,1671,36975,532,48061
"Cameron County, Texas",Texas,Cameron County,2018,423908,8078.0,2159,38378,549,48061
"Cameron County, Texas",Texas,Cameron County,2019,423163,9465.0,2929,41123,617,48061
"Cameron County, Texas",Texas,Cameron County,2021,423029,13009.0,4826,48115,651,48061
"Cameron County, Texas",Texas,Cameron County,2022,425208,14579.0,4052,50649,713,48061
"Cameron County, Texas",Texas,Cameron County,2023,426710,15815.0,2543,52210,688,48061
"Collin County, Texas",Texas,Collin County,2005,655994,19918.0,2139,70784,703,48085
"Collin County, Texas",Texas,Collin County,2006,698851,21891.0,1754,74051,733,48085
"Collin County, Texas",Texas,Collin County,2007,730690,22939.0,1418,79657,743,48085
"Collin County, Texas",Texas,Collin County,2008,762010,27294.0,2432,81395,799,48085
"Collin County, Texas",Texas,Collin County,2009,791631,28271.0,2841,77585,798,48085
"Collin County, Texas",Texas,Collin County,2010,788407,30459.0,3142,77090,793,48085
"Collin County, Texas",Texas,Collin County,2011,812226,31048.0,2324,82237,822,48085
"Collin County, Texas",Texas,Collin County,2012,834642,33374.0,2184,81364,896,48085
"Collin County, Texas",Texas,Collin County,2013,854778,37450.0,2639,80273,944,48085
"Collin County, Texas",Texas,Collin County,2014,885241,31876.0,1952,86040,950,48085
"Collin County, Texas",Texas,Collin County,2015,914127,39416.0,3294,86217,1028,48085
"Collin County, Texas",Texas,Collin County,2016,939585,41323.0,2354,89638,1120,48085
"Collin County, Texas",Texas,Collin County,2017,969603,49964.0,3124,94933,1204,48085
"Collin County, Texas",Texas,Collin County,2018,1005146,47243.0,3310,96051,1238,48085
"Collin County, Texas",Texas,Collin County,2019,1034730,51409.0,2111,96134,1303,48085
"Collin County, Texas",Texas,Collin County,2021,1109462,184438.0,7494,101494,1403,48085
"Collin County, Texas",Texas,Collin County,2022,1158696,177517.0,4122,113305,1578,48085
"Collin County, Texas",Texas,Collin County,2023,1195359,159674.0,4048,119155,1705,48085
"Comal County, Texas",Texas,Comal County,2005,94794,,105,55712,625,48091
"Comal County, Texas",Texas,Comal County,2006,101181,,585,60511,621,48091
"Comal County, Texas",Texas,Comal County,2007,105187,,261,58670,599,48091
"Comal County, Texas",Texas,Comal County,2008,109635,,498,61612,698,48091
"Comal County, Texas",Texas,Comal County,2009,114525,,288,66560,705,48091
"Comal County, Texas",Texas,Comal County,2010,109382,,418,62735,716,48091
"Comal County, Texas",Texas,Comal County,2011,111963,,461,59234,760,48091
"Comal County, Texas",Texas,Comal County,2012,114384,,277,56203,744,48091
"Comal County, Texas",Texas,Comal County,2013,118480,,909,72759,845,48091
"Comal County, Texas",Texas,Comal County,2014,123694,,385,62389,816,48091
"Comal County, Texas",Texas,Comal County,2015,129048,,425,67363,883,48091
"Comal County, Texas",Texas,Comal County,2016,134788,,788,77425,935,48091
"Comal County, Texas",Texas,Comal County,2017,141009,,216,71060,939,48091
"Comal County, Texas",Texas,Comal County,2018,148373,,1000,76203,1042,48091
"Comal County, Texas",Texas,Comal County,2019,156209,,849,89315,1010,48091
"Comal County, Texas",Texas,Comal County,2021,174986,,1436,93829,1173,48091
"Comal County, Texas",Texas,Comal County,2022,184642,,770,91171,1388,48091
"Comal County, Texas",Texas,Comal County,2023,193928,,595,99193,1397,48091
"Coryell County, Texas",Texas,Coryell County,2005,58930,,663,41377,490,48099
"Coryell County, Texas",Texas,Coryell County,2006,72667,,249,41783,631,48099
"Coryell County, Texas",Texas,Coryell County,2007,72156,,444,45480,597,48099
"Coryell County, Texas",Texas,Coryell County,2008,72654,,297,49779,583,48099
"Coryell County, Texas",Texas,Coryell County,2009,72529,,468,41228,599,48099
"Coryell County, Texas",Texas,Coryell County,2010,75645,,121,48794,657,48099
"Coryell County, Texas",Texas,Coryell County,2011,76508,,291,49808,687,48099
"Coryell County, Texas",Texas,Coryell County,2012,77231,,618,47139,730,48099
"Coryell County, Texas",Texas,Coryell County,2013,76192,,428,51217,652,48099
"Coryell County, Texas",Texas,Coryell County,2014,75562,,465,47042,700,48099
"Coryell County, Texas",Texas,Coryell County,2015,75503,,262,45998,716,48099
"Coryell County, Texas",Texas,Coryell County,2016,74686,,171,51125,689,48099
"Coryell County, Texas",Texas,Coryell County,2017,74913,,199,52769,749,48099
"Coryell County, Texas",Texas,Coryell County,2018,74808,,307,46131,619,48099
"Coryell County, Texas",Texas,Coryell County,2019,75951,,99,53504,662,48099
"Coryell County, Texas",Texas,Coryell County,2021,84232,,350,62737,851,48099
"Coryell County, Texas",Texas,Coryell County,2022,85057,,401,65846,862,48099
"Coryell County, Texas",Texas,Coryell County,2023,84878,,514,75559,965,48099
"Dallas County, Texas",Texas,Dallas County,2005,2267080,37050.0,13985,42598,618,48113
"Dallas County, Texas",Texas,Dallas County,2006,2345815,35317.0,11207,44815,623,48113
"Dallas County, Texas",Texas,Dallas County,2007,2366511,36479.0,10222,46372,643,48113
"Dallas County, Texas",Texas,Dallas County,2008,2412827,38507.0,10915,47085,664,48113
"Dallas County, Texas",Texas,Dallas County,2009,2451730,37588.0,14023,45986,677,48113
"Dallas County, Texas",Texas,Dallas County,2010,2377351,37921.0,13234,46860,684,48113
"Dallas County, Texas",Texas,Dallas County,2011,2416014,46118.0,16726,47326,698,48113
"Dallas County, Texas",Texas,Dallas County,2012,2453843,45024.0,12999,47301,718,48113
