State,Place,Name,Year,Total Population,Total Worked from Home,Total With Public Assistance,Median Household Income,Median Rent
New Jersey,Clifton city,"Clifton city, New Jersey",2005,72667,,240.0,49325,891.0
New Jersey,East Orange city,"East Orange city, New Jersey",2005,61147,,1550.0,29691,785.0
New Jersey,Edison CDP,"Edison CDP, New Jersey",2005,99612,,102.0,75928,1085.0
New Jersey,Elizabeth city,"Elizabeth city, New Jersey",2005,121137,,1154.0,40413,780.0
New Jersey,Irvington CDP,"Irvington CDP, New Jersey",2005,65908,,1463.0,42269,752.0
New Jersey,Jersey City city,"Jersey City city, New Jersey",2005,246335,1365.0,3754.0,40310,773.0
New Jersey,Newark city,"Newark city, New Jersey",2005,254217,1612.0,6561.0,30665,673.0
New Jersey,Passaic city,"Passaic city, New Jersey",2005,68422,,973.0,29963,816.0
New Jersey,Paterson city,"Paterson city, New Jersey",2005,148353,,1826.0,34987,747.0
New Jersey,Toms River CDP,"Toms River CDP, New Jersey",2005,92326,,613.0,65478,928.0
New Jersey,Trenton city,"Trenton city, New Jersey",2005,77471,,2109.0,34356,665.0
New Jersey,Union City city,"Union City city, New Jersey",2005,64842,,996.0,32345,748.0
New Mexico,Albuquerque city,"Albuquerque city, New Mexico",2005,488133,8608.0,5223.0,41820,546.0
New Mexico,Las Cruces city,"Las Cruces city, New Mexico",2005,84029,,1103.0,29363,481.0
New Mexico,Rio Rancho city,"Rio Rancho city, New Mexico",2005,63116,,447.0,47270,711.0
New Mexico,Santa Fe city,"Santa Fe city, New Mexico",2005,66453,,517.0,45177,762.0
New York,Albany city,"Albany city, New York",2005,78402,,1779.0,33431,580.0
New York,Buffalo city,"Buffalo city, New York",2005,256492,,7407.0,27311,426.0
New York,Cheektowaga CDP,"Cheektowaga CDP, New York",2005,80581,,447.0,43345,542.0
New York,Mount Vernon city,"Mount Vernon city, New York",2005,65354,,1132.0,45908,893.0
New York,New Rochelle city,"New Rochelle city, New York",2005,75961,,443.0,66363,1010.0
New York,New York city,"New York city, New York",2005,7956113,123639.0,148554.0,43434,826.0
New York,Rochester city,"Rochester city, New York",2005,189312,,6562.0,26650,526.0
New York,Syracuse city,"Syracuse city, New York",2005,132495,,4001.0,25935,503.0
New York,Yonkers city,"Yonkers city, New York",2005,193327,3424.0,3638.0,49304,845.0
North Carolina,Asheville city,"Asheville city, North Carolina",2005,74889,,1182.0,38837,614.0
North Carolina,Cary town,"Cary town, North Carolina",2005,107446,,0.0,77395,646.0
North Carolina,Charlotte city,"Charlotte city, North Carolina",2005,601598,12114.0,5338.0,47131,601.0
North Carolina,Durham city,"Durham city, North Carolina",2005,191731,,1254.0,42321,626.0
North Carolina,Fayetteville city,"Fayetteville city, North Carolina",2005,128777,,1399.0,40778,555.0
North Carolina,Gastonia city,"Gastonia city, North Carolina",2005,72183,,1043.0,32717,485.0
North Carolina,Greensboro city,"Greensboro city, North Carolina",2005,208552,,2505.0,36733,557.0
North Carolina,Greenville city,"Greenville city, North Carolina",2005,55435,,393.0,26633,428.0
North Carolina,High Point city,"High Point city, North Carolina",2005,101852,,594.0,40778,519.0
North Carolina,Raleigh city,"Raleigh city, North Carolina",2005,315249,,2103.0,48131,639.0
North Carolina,Wilmington city,"Wilmington city, North Carolina",2005,91207,,966.0,36904,576.0
North Carolina,Winston-Salem city,"Winston-Salem city, North Carolina",2005,183467,,1730.0,38197,502.0
North Dakota,Fargo city,"Fargo city, North Dakota",2005,88809,,936.0,39886,505.0
Ohio,Akron city,"Akron city, Ohio",2005,200181,,3406.0,32937,508.0
Ohio,Canton city,"Canton city, Ohio",2005,72584,,3106.0,27460,411.0
Ohio,Cincinnati city,"Cincinnati city, Ohio",2005,287540,,5591.0,29554,461.0
Ohio,Cleveland city,"Cleveland city, Ohio",2005,414534,2369.0,14131.0,24105,456.0
Ohio,Columbus city,"Columbus city, Ohio",2005,693983,9267.0,9491.0,40405,561.0
Ohio,Dayton city,"Dayton city, Ohio",2005,132679,,3795.0,25928,430.0
Ohio,Lorain city,"Lorain city, Ohio",2005,65476,,1225.0,30936,451.0
Ohio,Parma city,"Parma city, Ohio",2005,79708,,179.0,47843,591.0
Ohio,Toledo city,"Toledo city, Ohio",2005,285937,,7075.0,33044,443.0
Ohio,Youngstown city,"Youngstown city, Ohio",2005,65844,,2952.0,26516,369.0
Oklahoma,Broken Arrow city,"Broken Arrow city, Oklahoma",2005,85039,,464.0,54779,578.0
Oklahoma,Edmond city,"Edmond city, Oklahoma",2005,71658,,350.0,55045,551.0
Oklahoma,Lawton city,"Lawton city, Oklahoma",2005,79486,,1180.0,36952,430.0
Oklahoma,Norman city,"Norman city, Oklahoma",2005,97484,,1143.0,38636,501.0
Oklahoma,Oklahoma City city,"Oklahoma City city, Oklahoma",2005,515751,7099.0,8455.0,37375,459.0
Oklahoma,Tulsa city,"Tulsa city, Oklahoma",2005,370447,4546.0,6558.0,35966,500.0
Oregon,Beaverton city,"Beaverton city, Oregon",2005,83447,,410.0,50884,669.0
Oregon,Bend city,"Bend city, Oregon",2005,66105,,409.0,46838,711.0
Oregon,Eugene city,"Eugene city, Oregon",2005,142716,,3252.0,33070,631.0
Oregon,Gresham city,"Gresham city, Oregon",2005,95334,,884.0,41116,603.0
Oregon,Hillsboro city,"Hillsboro city, Oregon",2005,82732,,812.0,49650,727.0
Oregon,Medford city,"Medford city, Oregon",2005,73782,,1208.0,40564,653.0
Oregon,Portland city,"Portland city, Oregon",2005,513627,13699.0,6904.0,42287,628.0
Oregon,Salem city,"Salem city, Oregon",2005,142006,,1749.0,39259,537.0
Pennsylvania,Allentown city,"Allentown city, Pennsylvania",2005,105231,,2687.0,33658,605.0
Pennsylvania,Bethlehem city,"Bethlehem city, Pennsylvania",2005,68144,,643.0,41599,604.0
Pennsylvania,Erie city,"Erie city, Pennsylvania",2005,91423,,2942.0,31376,390.0
Pennsylvania,Philadelphia city,"Philadelphia city, Pennsylvania",2005,1406415,14159.0,45076.0,32573,580.0
Pennsylvania,Pittsburgh city,"Pittsburgh city, Pennsylvania",2005,284366,2817.0,10295.0,30278,513.0
Pennsylvania,Reading city,"Reading city, Pennsylvania",2005,81302,,2590.0,24026,483.0
Pennsylvania,Scranton city,"Scranton city, Pennsylvania",2005,67314,,1481.0,28282,446.0
Rhode Island,Cranston city,"Cranston city, Rhode Island",2005,77025,,401.0,56070,757.0
Rhode Island,Pawtucket city,"Pawtucket city, Rhode Island",2005,72896,,1845.0,36407,619.0
Rhode Island,Providence city,"Providence city, Rhode Island",2005,160264,,3957.0,34202,670.0
Rhode Island,Warwick city,"Warwick city, Rhode Island",2005,85804,,264.0,57153,804.0
South Carolina,Charleston city,"Charleston city, South Carolina",2005,109151,,362.0,36151,666.0
South Carolina,Columbia city,"Columbia city, South Carolina",2005,88450,,942.0,34196,504.0
South Carolina,North Charleston city,"North Charleston city, South Carolina",2005,70001,,815.0,31017,531.0
South Dakota,Sioux Falls city,"Sioux Falls city, South Dakota",2005,132358,,1458.0,44341,553.0
Tennessee,Chattanooga city,"Chattanooga city, Tennessee",2005,139158,,2354.0,32174,472.0
Tennessee,Clarksville city,"Clarksville city, Tennessee",2005,107130,,736.0,44384,517.0
Tennessee,Knoxville city,"Knoxville city, Tennessee",2005,168744,,2539.0,30473,457.0
Tennessee,Memphis city,"Memphis city, Tennessee",2005,642251,,13020.0,33244,525.0
Tennessee,Murfreesboro city,"Murfreesboro city, Tennessee",2005,83822,,448.0,39652,567.0
Tennessee,Nashville-Davidson (balance),"Nashville-Davidson (balance), Tennessee",2005,522662,9015.0,6859.0,40214,567.0
Texas,Abilene city,"Abilene city, Texas",2005,105165,,850.0,35246,446.0
Texas,Allen city,"Allen city, Texas",2005,70037,,266.0,82001,815.0
Texas,Amarillo city,"Amarillo city, Texas",2005,176999,,564.0,34996,465.0
Texas,Arlington city,"Arlington city, Texas",2005,348965,,2283.0,48992,583.0
Texas,Austin city,"Austin city, Texas",2005,678457,17764.0,4856.0,43731,632.0
Texas,Baytown city,"Baytown city, Texas",2005,61504,,536.0,36700,503.0
Texas,Beaumont city,"Beaumont city, Texas",2005,107876,,1399.0,32183,441.0
Texas,Brownsville city,"Brownsville city, Texas",2005,171528,,2993.0,24207,342.0
Texas,Bryan city,"Bryan city, Texas",2005,56277,,643.0,30012,465.0
Texas,Carrollton city,"Carrollton city, Texas",2005,122699,,467.0,60482,742.0
Texas,College Station city,"College Station city, Texas",2005,65370,,198.0,24218,566.0
Texas,Corpus Christi city,"Corpus Christi city, Texas",2005,280002,3089.0,2109.0,39698,541.0
Texas,Dallas city,"Dallas city, Texas",2005,1144946,18710.0,9044.0,36403,591.0
Texas,Denton city,"Denton city, Texas",2005,87766,,488.0,38034,575.0
Texas,El Paso city,"El Paso city, Texas",2005,583419,4494.0,10550.0,32205,446.0
Texas,Fort Worth city,"Fort Worth city, Texas",2005,604538,7435.0,5430.0,40663,538.0
Texas,Frisco city,"Frisco city, Texas",2005,66538,,396.0,85187,713.0
Texas,Garland city,"Garland city, Texas",2005,235750,,1273.0,45924,663.0
Texas,Grand Prairie city,"Grand Prairie city, Texas",2005,148677,,1295.0,48865,637.0
Texas,Houston city,"Houston city, Texas",2005,1941430,23942.0,13284.0,36894,570.0
Texas,Irving city,"Irving city, Texas",2005,212262,,706.0,46543,649.0
Texas,Killeen city,"Killeen city, Texas",2005,98434,,638.0,40896,546.0
Texas,Laredo city,"Laredo city, Texas",2005,207787,,1207.0,32019,440.0
Texas,Lewisville city,"Lewisville city, Texas",2005,81484,,75.0,50703,696.0
Texas,Longview city,"Longview city, Texas",2005,76897,,380.0,34985,458.0
Texas,Lubbock city,"Lubbock city, Texas",2005,199789,,913.0,33853,536.0
Texas,McAllen city,"McAllen city, Texas",2005,116376,,1467.0,35004,471.0
Texas,McKinney city,"McKinney city, Texas",2005,92337,,54.0,69611,630.0
Texas,Mesquite city,"Mesquite city, Texas",2005,126895,,509.0,47466,673.0
Texas,Midland city,"Midland city, Texas",2005,100799,,320.0,41660,421.0
Texas,Missouri City city,"Missouri City city, Texas",2005,60513,,397.0,63330,706.0
Texas,Odessa city,"Odessa city, Texas",2005,94329,,1120.0,36162,396.0
Texas,Pasadena city,"Pasadena city, Texas",2005,150180,,915.0,37642,531.0
Texas,Plano city,"Plano city, Texas",2005,251648,6849.0,931.0,71560,715.0
Texas,Richardson city,"Richardson city, Texas",2005,107892,,489.0,63932,806.0
Texas,Round Rock city,"Round Rock city, Texas",2005,81639,,605.0,60190,678.0
Texas,San Angelo city,"San Angelo city, Texas",2005,82293,,1118.0,36445,443.0
Texas,San Antonio city,"San Antonio city, Texas",2005,1202223,16250.0,10235.0,40186,544.0
Texas,Sugar Land city,"Sugar Land city, Texas",2005,69344,,0.0,86231,876.0
Texas,The Woodlands CDP,"The Woodlands CDP, Texas",2005,65744,,180.0,85314,746.0
Texas,Tyler city,"Tyler city, Texas",2005,87687,,413.0,31514,510.0
Texas,Waco city,"Waco city, Texas",2005,107146,,1040.0,27955,463.0
Texas,Wichita Falls city,"Wichita Falls city, Texas",2005,88861,,751.0,37255,467.0
Utah,Ogden city,"Ogden city, Utah",2005,79171,,727.0,39058,532.0
Utah,Orem city,"Orem city, Utah",2005,85616,,198.0,46797,602.0
Utah,Provo city,"Provo city, Utah",2005,101164,,781.0,31603,578.0
Utah,Salt Lake City city,"Salt Lake City city, Utah",2005,182670,2310.0,1332.0,37287,553.0
Utah,Sandy city,"Sandy city, Utah",2005,88189,,300.0,65971,644.0
Utah,West Jordan city,"West Jordan city, Utah",2005,101626,,172.0,56630,676.0
Utah,West Valley City city,"West Valley City city, Utah",2005,119795,,655.0,43981,604.0
Virginia,Alexandria city,"Alexandria city, Virginia",2005,133479,,507.0,66116,1063.0
Virginia,Arlington CDP,"Arlington CDP, Virginia",2005,191852,6693.0,877.0,80433,1199.0
Virginia,Chesapeake city,"Chesapeake city, Virginia",2005,214835,,1491.0,60817,650.0
Virginia,Dale City CDP,"Dale City CDP, Virginia",2005,66005,,315.0,75564,1103.0
Virginia,Hampton city,"Hampton city, Virginia",2005,133584,,1721.0,45105,645.0
Virginia,Lynchburg city,"Lynchburg city, Virginia",2005,60378,,1633.0,35744,396.0
Virginia,Newport News city,"Newport News city, Virginia",2005,176591,,1501.0,46641,634.0
Virginia,Norfolk city,"Norfolk city, Virginia",2005,206172,,2892.0,36920,578.0
Virginia,Portsmouth city,"Portsmouth city, Virginia",2005,95183,,1181.0,40172,561.0
Virginia,Richmond city,"Richmond city, Virginia",2005,180757,,3176.0,34396,576.0
Virginia,Roanoke city,"Roanoke city, Virginia",2005,90074,,1415.0,32432,475.0
Virginia,Suffolk city,"Suffolk city, Virginia",2005,77922,,491.0,60484,471.0
Virginia,Virginia Beach city,"Virginia Beach city, Virginia",2005,430856,6472.0,2339.0,58545,838.0
Washington,Bellevue city,"Bellevue city, Washington",2005,114748,,370.0,69880,846.0
Washington,Bellingham city,"Bellingham city, Washington",2005,69057,,898.0,35612,648.0
Washington,Everett city,"Everett city, Washington",2005,88850,,1636.0,39221,629.0
Washington,Federal Way city,"Federal Way city, Washington",2005,83164,,1288.0,54985,726.0
Washington,Kent city,"Kent city, Washington",2005,84979,,2650.0,50053,677.0
Washington,Seattle city,"Seattle city, Washington",2005,536946,15403.0,8366.0,49297,745.0
Washington,Spokane Valley city,"Spokane Valley city, Washington",2005,87731,,1904.0,37178,562.0
Washington,Spokane city,"Spokane city, Washington",2005,192777,,4699.0,34752,495.0
Washington,Tacoma city,"Tacoma city, Washington",2005,191934,,4300.0,40290,622.0
Washington,Vancouver city,"Vancouver city, Washington",2005,155488,,4215.0,40743,648.0
Washington,Yakima city,"Yakima city, Washington",2005,79517,,1717.0,29428,465.0
Wisconsin,Appleton city,"Appleton city, Wisconsin",2005,69489,,111.0,52468,477.0
Wisconsin,Green Bay city,"Green Bay city, Wisconsin",2005,94242,,1156.0,40477,491.0
Wisconsin,Kenosha city,"Kenosha city, Wisconsin",2005,95440,,1255.0,46888,611.0
Wisconsin,Madison city,"Madison city, Wisconsin",2005,203704,3999.0,1466.0,45928,695.0
Wisconsin,Milwaukee city,"Milwaukee city, Wisconsin",2005,556948,5312.0,9090.0,32666,542.0
Wisconsin,Racine city,"Racine city, Wisconsin",2005,77277,,535.0,38156,503.0
Wisconsin,Waukesha city,"Waukesha city, Wisconsin",2005,62690,,349.0,52599,643.0
Alabama,Birmingham city,"Birmingham city, Alabama",2006,217131,1390.0,3033.0,29251,433.0
Alabama,Hoover city,"Hoover city, Alabama",2006,71832,,0.0,67679,702.0
Alabama,Huntsville city,"Huntsville city, Alabama",2006,166747,,853.0,46193,460.0
Alabama,Mobile city,"Mobile city, Alabama",2006,194822,2064.0,2004.0,37439,465.0
Alabama,Montgomery city,"Montgomery city, Alabama",2006,202443,,2733.0,40775,492.0
Alabama,Tuscaloosa city,"Tuscaloosa city, Alabama",2006,76589,,305.0,27358,443.0
Alaska,Anchorage municipality,"Anchorage municipality, Alaska",2006,278700,5599.0,4719.0,63656,864.0
Arizona,Avondale city,"Avondale city, Arizona",2006,59482,,697.0,55807,858.0
Arizona,Chandler city,"Chandler city, Arizona",2006,241064,5710.0,1270.0,68007,845.0
Arizona,Gilbert town,"Gilbert town, Arizona",2006,171494,4528.0,853.0,76376,961.0
Arizona,Glendale city,"Glendale city, Arizona",2006,236492,4155.0,1491.0,48455,629.0
Arizona,Mesa city,"Mesa city, Arizona",2006,493077,7608.0,1780.0,47810,674.0
Arizona,Peoria city,"Peoria city, Arizona",2006,150481,,462.0,65898,880.0
Arizona,Phoenix city,"Phoenix city, Arizona",2006,1429637,25657.0,9719.0,46645,669.0
Arizona,Scottsdale city,"Scottsdale city, Arizona",2006,222275,11306.0,820.0,69017,905.0
Arizona,Surprise city,"Surprise city, Arizona",2006,103402,,327.0,60198,925.0
Arizona,Tempe city,"Tempe city, Arizona",2006,159765,2537.0,891.0,42325,721.0
Arizona,Tucson city,"Tucson city, Arizona",2006,516084,8729.0,5405.0,36095,536.0
Arizona,Yuma city,"Yuma city, Arizona",2006,96120,,665.0,39885,548.0
Arkansas,Fayetteville city,"Fayetteville city, Arkansas",2006,63886,,308.0,41230,519.0
Arkansas,Fort Smith city,"Fort Smith city, Arkansas",2006,82233,,366.0,32701,411.0
Arkansas,Little Rock city,"Little Rock city, Arkansas",2006,187535,2380.0,1994.0,44586,541.0
California,Alameda city,"Alameda city, California",2006,70208,2914.0,535.0,67551,1012.0
California,Alhambra city,"Alhambra city, California",2006,81693,,493.0,49816,943.0
California,Anaheim city,"Anaheim city, California",2006,344141,4638.0,2616.0,55720,1060.0
California,Antioch city,"Antioch city, California",2006,98330,1247.0,979.0,66755,939.0
California,Apple Valley town,"Apple Valley town, California",2006,75075,,1047.0,46751,752.0
California,Arden-Arcade CDP,"Arden-Arcade CDP, California",2006,90212,,1651.0,44681,721.0
California,Bakersfield city,"Bakersfield city, California",2006,306137,3239.0,5587.0,51421,695.0
California,Baldwin Park city,"Baldwin Park city, California",2006,79476,,667.0,45401,886.0
California,Bellflower city,"Bellflower city, California",2006,82792,,1222.0,46442,899.0
California,Berkeley city,"Berkeley city, California",2006,106230,4562.0,305.0,51256,984.0
California,Buena Park city,"Buena Park city, California",2006,80238,,594.0,59725,1158.0
California,Burbank city,"Burbank city, California",2006,107648,1754.0,1512.0,55763,1056.0
California,Carlsbad city,"Carlsbad city, California",2006,95421,,163.0,83737,1401.0
California,Carson city,"Carson city, California",2006,87876,,248.0,60457,829.0
California,Chico city,"Chico city, California",2006,71728,,624.0,35866,749.0
California,Chino Hills city,"Chino Hills city, California",2006,77694,,356.0,100394,1555.0
California,Chino city,"Chino city, California",2006,74361,,260.0,70994,898.0
California,Chula Vista city,"Chula Vista city, California",2006,211253,3189.0,3235.0,56303,977.0
California,Citrus Heights city,"Citrus Heights city, California",2006,84751,,1442.0,54881,861.0
California,Clovis city,"Clovis city, California",2006,83083,,516.0,54045,737.0
