State,County,Name,Year,Total Population,Total Worked from Home,Total With Public Assistance,Median Household Income,Median Rent
Maryland,Baltimore County,"Baltimore County, Maryland",2021,849316,79665.0,11601,80453,1209
Maryland,Baltimore city,"Baltimore city, Maryland",2021,576498,63694.0,17036,54652,990
Maryland,Calvert County,"Calvert County, Maryland",2021,93928,,279,122266,1254
Maryland,Carroll County,"Carroll County, Maryland",2021,173873,,1018,102476,1136
Maryland,Cecil County,"Cecil County, Maryland",2021,103905,,1769,75692,1011
Maryland,Charles County,"Charles County, Maryland",2021,168698,,1909,105493,1609
Maryland,Frederick County,"Frederick County, Maryland",2021,279835,36762.0,1817,104780,1382
Maryland,Harford County,"Harford County, Maryland",2021,262977,,3735,96328,1237
Maryland,Howard County,"Howard County, Maryland",2021,334529,,2675,133267,1659
Maryland,Montgomery County,"Montgomery County, Maryland",2021,1054827,200334.0,13358,112854,1723
Maryland,Prince George's County,"Prince George's County, Maryland",2021,955306,110253.0,10350,90182,1450
Maryland,St. Mary's County,"St. Mary's County, Maryland",2021,114468,,1396,108397,1280
Maryland,Washington County,"Washington County, Maryland",2021,154937,,2001,65367,820
Maryland,Wicomico County,"Wicomico County, Maryland",2021,103980,,673,63333,908
Massachusetts,Barnstable County,"Barnstable County, Massachusetts",2021,232411,20241.0,2998,83537,1340
Massachusetts,Berkshire County,"Berkshire County, Massachusetts",2021,128657,,2611,60749,794
Massachusetts,Bristol County,"Bristol County, Massachusetts",2021,580164,34666.0,11808,73102,879
Massachusetts,Essex County,"Essex County, Massachusetts",2021,807074,81042.0,18743,87433,1311
Massachusetts,Franklin County,"Franklin County, Massachusetts",2021,71015,,816,69771,903
Massachusetts,Hampden County,"Hampden County, Massachusetts",2021,462718,26139.0,10275,61747,856
Massachusetts,Hampshire County,"Hampshire County, Massachusetts",2021,161572,,3472,77495,1155
Massachusetts,Middlesex County,"Middlesex County, Massachusetts",2021,1614742,280160.0,26564,112764,1754
Massachusetts,Norfolk County,"Norfolk County, Massachusetts",2021,724505,103896.0,9031,115357,1712
Massachusetts,Plymouth County,"Plymouth County, Massachusetts",2021,533003,56194.0,6283,100082,1293
Massachusetts,Suffolk County,"Suffolk County, Massachusetts",2021,771245,116797.0,13451,78155,1679
Massachusetts,Worcester County,"Worcester County, Massachusetts",2021,862029,79026.0,14092,84952,1053
Michigan,Allegan County,"Allegan County, Michigan",2021,120950,,2062,74371,851
Michigan,Bay County,"Bay County, Michigan",2021,102985,,1797,56911,573
Michigan,Berrien County,"Berrien County, Michigan",2021,153101,,1937,57535,665
Michigan,Calhoun County,"Calhoun County, Michigan",2021,133819,,1735,55192,645
Michigan,Clinton County,"Clinton County, Michigan",2021,79426,,690,76534,799
Michigan,Eaton County,"Eaton County, Michigan",2021,108944,,1709,70133,832
Michigan,Genesee County,"Genesee County, Michigan",2021,404208,18627.0,5240,52025,641
Michigan,Grand Traverse County,"Grand Traverse County, Michigan",2021,95860,,1457,65651,1020
Michigan,Ingham County,"Ingham County, Michigan",2021,284034,31222.0,6332,57226,787
Michigan,Ionia County,"Ionia County, Michigan",2021,67197,,396,65729,657
Michigan,Jackson County,"Jackson County, Michigan",2021,160050,,1849,58254,690
Michigan,Kalamazoo County,"Kalamazoo County, Michigan",2021,261108,18417.0,3885,62128,781
Michigan,Kent County,"Kent County, Michigan",2021,658046,54412.0,9882,72021,922
Michigan,Lapeer County,"Lapeer County, Michigan",2021,88513,,730,71479,697
Michigan,Lenawee County,"Lenawee County, Michigan",2021,98956,,1586,61257,736
Michigan,Livingston County,"Livingston County, Michigan",2021,195014,,2047,91344,1085
Michigan,Macomb County,"Macomb County, Michigan",2021,876792,61926.0,16026,67527,889
Michigan,Marquette County,"Marquette County, Michigan",2021,66103,,517,55301,770
Michigan,Midland County,"Midland County, Michigan",2021,83457,,1055,67707,741
Michigan,Monroe County,"Monroe County, Michigan",2021,155274,,1858,65512,769
Michigan,Montcalm County,"Montcalm County, Michigan",2021,67220,,849,55832,547
Michigan,Muskegon County,"Muskegon County, Michigan",2021,176511,,2305,55462,722
Michigan,Oakland County,"Oakland County, Michigan",2021,1270017,170355.0,17190,86523,1039
Michigan,Ottawa County,"Ottawa County, Michigan",2021,299157,16093.0,4419,79116,911
Michigan,Saginaw County,"Saginaw County, Michigan",2021,189591,,3171,50606,617
Michigan,Shiawassee County,"Shiawassee County, Michigan",2021,67877,,968,51959,568
Michigan,St. Clair County,"St. Clair County, Michigan",2021,160053,5808.0,2130,60992,719
Michigan,Van Buren County,"Van Buren County, Michigan",2021,75658,,860,59081,555
Michigan,Washtenaw County,"Washtenaw County, Michigan",2021,369390,54266.0,4471,76918,1098
Michigan,Wayne County,"Wayne County, Michigan",2021,1774816,130407.0,32091,52605,779
Minnesota,Anoka County,"Anoka County, Minnesota",2021,367018,39271.0,6531,88410,1141
Minnesota,Blue Earth County,"Blue Earth County, Minnesota",2021,69280,,1338,69858,865
Minnesota,Carver County,"Carver County, Minnesota",2021,108626,,1150,102694,1210
Minnesota,Clay County,"Clay County, Minnesota",2021,65574,,1338,67539,752
Minnesota,Crow Wing County,"Crow Wing County, Minnesota",2021,67270,,1170,63921,738
Minnesota,Dakota County,"Dakota County, Minnesota",2021,442038,56798.0,5832,93786,1218
Minnesota,Hennepin County,"Hennepin County, Minnesota",2021,1267416,211322.0,26223,84244,1224
Minnesota,Olmsted County,"Olmsted County, Minnesota",2021,163436,12535.0,2848,83070,1019
Minnesota,Ramsey County,"Ramsey County, Minnesota",2021,543257,68609.0,12940,70518,1051
Minnesota,Rice County,"Rice County, Minnesota",2021,67262,4703.0,735,67267,878
Minnesota,Scott County,"Scott County, Minnesota",2021,153268,,1408,106987,1184
Minnesota,Sherburne County,"Sherburne County, Minnesota",2021,99074,,961,90638,1011
Minnesota,St. Louis County,"St. Louis County, Minnesota",2021,199182,13520.0,2911,64959,835
Minnesota,Stearns County,"Stearns County, Minnesota",2021,158947,7878.0,1806,65742,761
Minnesota,Washington County,"Washington County, Minnesota",2021,272256,45471.0,2348,104935,1320
Minnesota,Wright County,"Wright County, Minnesota",2021,144845,,2171,99964,944
Mississippi,DeSoto County,"DeSoto County, Mississippi",2021,188633,,1601,70490,1020
Mississippi,Forrest County,"Forrest County, Mississippi",2021,77875,,641,46226,683
Mississippi,Harrison County,"Harrison County, Mississippi",2021,209396,,2057,55702,759
Mississippi,Hinds County,"Hinds County, Mississippi",2021,222679,,2371,40658,717
Mississippi,Jackson County,"Jackson County, Mississippi",2021,143987,,1893,57383,754
Mississippi,Jones County,"Jones County, Mississippi",2021,66744,,512,40116,503
Mississippi,Lamar County,"Lamar County, Mississippi",2021,65353,,532,65334,823
Mississippi,Lauderdale County,"Lauderdale County, Mississippi",2021,72088,,569,41174,616
Mississippi,Lee County,"Lee County, Mississippi",2021,82883,,467,59274,662
Mississippi,Madison County,"Madison County, Mississippi",2021,109813,,35,75678,848
Mississippi,Rankin County,"Rankin County, Mississippi",2021,158096,,1052,71241,824
Missouri,Boone County,"Boone County, Missouri",2021,185840,8529.0,1159,62296,785
Missouri,Buchanan County,"Buchanan County, Missouri",2021,83853,,1365,50113,636
Missouri,Cape Girardeau County,"Cape Girardeau County, Missouri",2021,82113,,551,61330,664
Missouri,Cass County,"Cass County, Missouri",2021,109638,,1023,79554,850
Missouri,Christian County,"Christian County, Missouri",2021,91499,,186,71343,696
Missouri,Clay County,"Clay County, Missouri",2021,255518,22881.0,1912,74728,852
Missouri,Cole County,"Cole County, Missouri",2021,77205,,274,63326,556
Missouri,Franklin County,"Franklin County, Missouri",2021,105231,,701,68410,624
Missouri,Greene County,"Greene County, Missouri",2021,300865,19484.0,2689,53127,671
Missouri,Jackson County,"Jackson County, Missouri",2021,716862,66799.0,10354,63459,832
Missouri,Jasper County,"Jasper County, Missouri",2021,123155,,1067,52221,670
Missouri,Jefferson County,"Jefferson County, Missouri",2021,227771,,529,67955,684
Missouri,Platte County,"Platte County, Missouri",2021,108569,,842,85157,884
Missouri,St. Charles County,"St. Charles County, Missouri",2021,409981,48775.0,2829,91601,976
Missouri,St. Francois County,"St. Francois County, Missouri",2021,67541,,1161,47682,577
Missouri,St. Louis County,"St. Louis County, Missouri",2021,997187,106831.0,7275,72378,844
Missouri,St. Louis city,"St. Louis city, Missouri",2021,293310,28480.0,3449,49965,683
Montana,Cascade County,"Cascade County, Montana",2021,84511,,1086,57706,697
Montana,Flathead County,"Flathead County, Montana",2021,108454,,848,66126,798
Montana,Gallatin County,"Gallatin County, Montana",2021,122713,,1402,80763,1186
Montana,Lewis and Clark County,"Lewis and Clark County, Montana",2021,72223,,684,66686,801
Montana,Missoula County,"Missoula County, Montana",2021,119533,,2338,66803,912
Montana,Yellowstone County,"Yellowstone County, Montana",2021,167146,,2072,69882,846
Nebraska,Douglas County,"Douglas County, Nebraska",2021,585008,57889.0,4881,69290,864
Nebraska,Lancaster County,"Lancaster County, Nebraska",2021,324514,24632.0,2795,64980,790
Nebraska,Sarpy County,"Sarpy County, Nebraska",2021,193418,17444.0,2003,87979,984
Nevada,Clark County,"Clark County, Nevada",2021,2292476,134139.0,40702,63677,1170
Nevada,Washoe County,"Washoe County, Nevada",2021,493392,34984.0,6368,76220,1233
New Hampshire,Cheshire County,"Cheshire County, New Hampshire",2021,77329,,661,67344,946
New Hampshire,Grafton County,"Grafton County, New Hampshire",2021,92201,,876,80866,1021
New Hampshire,Hillsborough County,"Hillsborough County, New Hampshire",2021,424079,53035.0,4189,91627,1234
New Hampshire,Merrimack County,"Merrimack County, New Hampshire",2021,155238,,2693,80918,1041
New Hampshire,Rockingham County,"Rockingham County, New Hampshire",2021,316947,36935.0,2758,104664,1315
New Hampshire,Strafford County,"Strafford County, New Hampshire",2021,132416,,1419,95733,1207
New Jersey,Atlantic County,"Atlantic County, New Jersey",2021,274966,13815.0,3646,66388,1036
New Jersey,Bergen County,"Bergen County, New Jersey",2021,953819,117002.0,10377,105171,1499
New Jersey,Burlington County,"Burlington County, New Jersey",2021,464269,43508.0,4271,94397,1312
New Jersey,Camden County,"Camden County, New Jersey",2021,523771,47366.0,6066,78347,1056
New Jersey,Cape May County,"Cape May County, New Jersey",2021,95661,,1535,78657,874
New Jersey,Cumberland County,"Cumberland County, New Jersey",2021,153627,,2060,58389,926
New Jersey,Essex County,"Essex County, New Jersey",2021,854917,85223.0,13049,66198,1160
New Jersey,Gloucester County,"Gloucester County, New Jersey",2021,304477,26132.0,3339,94412,1108
New Jersey,Hudson County,"Hudson County, New Jersey",2021,702463,103355.0,9413,80329,1529
New Jersey,Hunterdon County,"Hunterdon County, New Jersey",2021,129924,,997,121982,1385
New Jersey,Mercer County,"Mercer County, New Jersey",2021,385898,49917.0,4414,87662,1188
New Jersey,Middlesex County,"Middlesex County, New Jersey",2021,860807,98824.0,7547,99427,1503
New Jersey,Monmouth County,"Monmouth County, New Jersey",2021,645354,80015.0,6161,108000,1501
New Jersey,Morris County,"Morris County, New Jersey",2021,510981,78021.0,5345,122962,1640
New Jersey,Ocean County,"Ocean County, New Jersey",2021,648998,38637.0,5399,75719,1367
New Jersey,Passaic County,"Passaic County, New Jersey",2021,518117,34228.0,6650,75430,1231
New Jersey,Salem County,"Salem County, New Jersey",2021,65046,,599,69886,915
New Jersey,Somerset County,"Somerset County, New Jersey",2021,345647,56185.0,3095,124764,1620
New Jersey,Sussex County,"Sussex County, New Jersey",2021,145543,,1499,99904,1226
New Jersey,Union County,"Union County, New Jersey",2021,572114,50563.0,6235,86764,1300
New Jersey,Warren County,"Warren County, New Jersey",2021,110731,,2619,81159,1073
New Mexico,Bernalillo County,"Bernalillo County, New Mexico",2021,674393,59915.0,14869,59640,836
New Mexico,Doña Ana County,"Doña Ana County, New Mexico",2021,221508,9858.0,3568,45178,642
New Mexico,Lea County,"Lea County, New Mexico",2021,73004,,1325,50725,904
New Mexico,McKinley County,"McKinley County, New Mexico",2021,71780,,325,41643,674
New Mexico,Otero County,"Otero County, New Mexico",2021,68537,,1275,51214,672
New Mexico,San Juan County,"San Juan County, New Mexico",2021,120993,,1698,47819,706
New Mexico,Sandoval County,"Sandoval County, New Mexico",2021,151369,,4137,72151,967
New Mexico,Santa Fe County,"Santa Fe County, New Mexico",2021,155201,16962.0,1097,67341,975
New Mexico,Valencia County,"Valencia County, New Mexico",2021,77190,,1433,48188,702
New York,Albany County,"Albany County, New York",2021,313743,31347.0,5149,75232,985
New York,Bronx County,"Bronx County, New York",2021,1424948,62426.0,48553,43011,1174
New York,Broome County,"Broome County, New York",2021,197240,11369.0,2972,55591,718
New York,Cattaraugus County,"Cattaraugus County, New York",2021,76426,,1076,55153,541
New York,Cayuga County,"Cayuga County, New York",2021,75880,,1601,63511,695
New York,Chautauqua County,"Chautauqua County, New York",2021,126807,,2644,46661,559
New York,Chemung County,"Chemung County, New York",2021,83045,,2350,60219,712
New York,Clinton County,"Clinton County, New York",2021,79596,,1255,60285,763
New York,Dutchess County,"Dutchess County, New York",2021,297112,25563.0,4090,88051,1207
New York,Erie County,"Erie County, New York",2021,950683,67278.0,14481,63035,804
New York,Jefferson County,"Jefferson County, New York",2021,116295,,1680,60398,889
New York,Kings County,"Kings County, New York",2021,2641052,325362.0,68899,67567,1525
New York,Madison County,"Madison County, New York",2021,67658,,919,67495,670
New York,Monroe County,"Monroe County, New York",2021,755160,60546.0,11873,65957,888
New York,Nassau County,"Nassau County, New York",2021,1390907,136127.0,12966,125696,1852
New York,New York County,"New York County, New York",2021,1576876,289199.0,43281,84435,1789
New York,Niagara County,"Niagara County, New York",2021,211653,10248.0,3185,61340,660
New York,Oneida County,"Oneida County, New York",2021,230274,11735.0,4185,60215,682
New York,Onondaga County,"Onondaga County, New York",2021,473236,32155.0,8003,65541,832
New York,Ontario County,"Ontario County, New York",2021,112508,7049.0,2117,77972,894
New York,Orange County,"Orange County, New York",2021,404525,29176.0,2356,90405,1232
New York,Oswego County,"Oswego County, New York",2021,117387,,1868,59423,719
New York,Putnam County,"Putnam County, New York",2021,97936,7426.0,1196,106871,1532
New York,Queens County,"Queens County, New York",2021,2331143,179285.0,49038,73262,1630
New York,Rensselaer County,"Rensselaer County, New York",2021,160232,,1196,75676,881
New York,Richmond County,"Richmond County, New York",2021,493494,35081.0,8952,86054,1306
New York,Rockland County,"Rockland County, New York",2021,339227,22750.0,3700,99087,1580
New York,Saratoga County,"Saratoga County, New York",2021,237359,,2593,86804,1066
New York,Schenectady County,"Schenectady County, New York",2021,158089,,1242,75284,875
New York,St. Lawrence County,"St. Lawrence County, New York",2021,108051,,1217,55775,640
New York,Steuben County,"Steuben County, New York",2021,92948,,937,57378,673
New York,Suffolk County,"Suffolk County, New York",2021,1526344,117239.0,14162,113683,1847
New York,Sullivan County,"Sullivan County, New York",2021,79806,,473,54276,840
New York,Tompkins County,"Tompkins County, New York",2021,105162,11332.0,2699,66441,1203
New York,Ulster County,"Ulster County, New York",2021,182951,17571.0,2052,78938,1089
New York,Warren County,"Warren County, New York",2021,65618,,891,73028,863
New York,Wayne County,"Wayne County, New York",2021,90923,,993,64993,652
New York,Westchester County,"Westchester County, New York",2021,997895,130547.0,13093,110705,1604
North Carolina,Alamance County,"Alamance County, North Carolina",2021,173877,,2172,58400,745
North Carolina,Brunswick County,"Brunswick County, North Carolina",2021,144215,,1360,65374,983
North Carolina,Buncombe County,"Buncombe County, North Carolina",2021,271534,22763.0,1784,64532,1041
North Carolina,Burke County,"Burke County, North Carolina",2021,87611,,1530,55529,555
North Carolina,Cabarrus County,"Cabarrus County, North Carolina",2021,231278,,1470,79672,973
North Carolina,Caldwell County,"Caldwell County, North Carolina",2021,80463,,593,41210,465
North Carolina,Carteret County,"Carteret County, North Carolina",2021,68541,,718,62907,755
North Carolina,Catawba County,"Catawba County, North Carolina",2021,161723,,1716,59603,694
North Carolina,Chatham County,"Chatham County, North Carolina",2021,77889,,284,84555,540
North Carolina,Cleveland County,"Cleveland County, North Carolina",2021,100359,,631,47150,583
North Carolina,Craven County,"Craven County, North Carolina",2021,100674,,2392,57359,792
North Carolina,Cumberland County,"Cumberland County, North Carolina",2021,335508,12637.0,3486,52372,842
North Carolina,Davidson County,"Davidson County, North Carolina",2021,170637,,1601,52205,575
North Carolina,Durham County,"Durham County, North Carolina",2021,326126,49896.0,3442,71403,1068
North Carolina,Forsyth County,"Forsyth County, North Carolina",2021,385523,27773.0,4889,59879,746
North Carolina,Franklin County,"Franklin County, North Carolina",2021,71703,,821,64064,748
North Carolina,Gaston County,"Gaston County, North Carolina",2021,230856,,1733,54734,787
North Carolina,Guilford County,"Guilford County, North Carolina",2021,542410,43401.0,4275,60734,820
North Carolina,Harnett County,"Harnett County, North Carolina",2021,135966,,1148,62478,770
North Carolina,Henderson County,"Henderson County, North Carolina",2021,116829,,1319,59669,862
North Carolina,Iredell County,"Iredell County, North Carolina",2021,191968,,1530,69410,875
North Carolina,Johnston County,"Johnston County, North Carolina",2021,226504,,515,69394,680
North Carolina,Lincoln County,"Lincoln County, North Carolina",2021,89670,,493,74201,666
North Carolina,Mecklenburg County,"Mecklenburg County, North Carolina",2021,1122276,204363.0,8615,74890,1181
North Carolina,Moore County,"Moore County, North Carolina",2021,102763,,731,67160,770
North Carolina,Nash County,"Nash County, North Carolina",2021,95176,,684,56560,604
North Carolina,New Hanover County,"New Hanover County, North Carolina",2021,229018,20277.0,2009,66097,1037
North Carolina,Onslow County,"Onslow County, North Carolina",2021,206160,,2257,55534,872
North Carolina,Orange County,"Orange County, North Carolina",2021,148884,,1228,80294,1103
North Carolina,Pitt County,"Pitt County, North Carolina",2021,172169,,989,44450,670
North Carolina,Randolph County,"Randolph County, North Carolina",2021,145172,,646,57367,623
North Carolina,Robeson County,"Robeson County, North Carolina",2021,116328,,795,37008,499
North Carolina,Rockingham County,"Rockingham County, North Carolina",2021,91266,,770,42901,535
North Carolina,Rowan County,"Rowan County, North Carolina",2021,148150,,749,56408,696
North Carolina,Surry County,"Surry County, North Carolina",2021,71152,,892,51950,548
North Carolina,Union County,"Union County, North Carolina",2021,243648,,2244,86606,921
North Carolina,Wake County,"Wake County, North Carolina",2021,1150204,207878.0,7833,91299,1172
North Carolina,Wayne County,"Wayne County, North Carolina",2021,116835,,1820,47595,612
North Carolina,Wilkes County,"Wilkes County, North Carolina",2021,65806,,472,43933,515
North Carolina,Wilson County,"Wilson County, North Carolina",2021,78369,,1355,47201,617
North Dakota,Burleigh County,"Burleigh County, North Dakota",2021,98933,,1169,68424,783
North Dakota,Cass County,"Cass County, North Dakota",2021,186562,14750.0,676,66009,736
North Dakota,Grand Forks County,"Grand Forks County, North Dakota",2021,72705,3285.0,804,65184,888
North Dakota,Ward County,"Ward County, North Dakota",2021,69071,,588,71061,887
Ohio,Allen County,"Allen County, Ohio",2021,101670,,901,51497,600
Ohio,Ashtabula County,"Ashtabula County, Ohio",2021,97337,,808,46771,605
Ohio,Belmont County,"Belmont County, Ohio",2021,65849,,991,50993,461
Ohio,Butler County,"Butler County, Ohio",2021,390234,28068.0,5052,72820,799
Ohio,Clark County,"Clark County, Ohio",2021,135633,,1840,59431,570
Ohio,Clermont County,"Clermont County, Ohio",2021,209642,,2064,69489,766
Ohio,Columbiana County,"Columbiana County, Ohio",2021,101310,,1237,49265,504
Ohio,Cuyahoga County,"Cuyahoga County, Ohio",2021,1249387,100283.0,19459,55132,757
Ohio,Delaware County,"Delaware County, Ohio",2021,220740,,1567,117224,1096
Ohio,Erie County,"Erie County, Ohio",2021,74852,,1398,58403,670
Ohio,Fairfield County,"Fairfield County, Ohio",2021,161064,,1094,81226,796
Ohio,Franklin County,"Franklin County, Ohio",2021,1321414,162342.0,11702,65988,926
Ohio,Geauga County,"Geauga County, Ohio",2021,95565,8456.0,560,91305,867
Ohio,Greene County,"Greene County, Ohio",2021,168412,,1638,79271,793
Ohio,Hamilton County,"Hamilton County, Ohio",2021,826139,77455.0,10774,64065,766
Ohio,Hancock County,"Hancock County, Ohio",2021,74656,,391,64024,642
Ohio,Lake County,"Lake County, Ohio",2021,232023,,2173,74273,829
Ohio,Licking County,"Licking County, Ohio",2021,180401,,1753,73325,742
Ohio,Lorain County,"Lorain County, Ohio",2021,315595,17842.0,4195,62448,706
Ohio,Lucas County,"Lucas County, Ohio",2021,429191,20179.0,6492,52687,638
Ohio,Mahoning County,"Mahoning County, Ohio",2021,226762,,3521,49520,545
Ohio,Marion County,"Marion County, Ohio",2021,65291,,1215,48919,600
Ohio,Medina County,"Medina County, Ohio",2021,183092,16000.0,1368,86646,890
Ohio,Miami County,"Miami County, Ohio",2021,109264,,1193,64345,621
Ohio,Montgomery County,"Montgomery County, Ohio",2021,535840,32898.0,6449,56471,725
Ohio,Muskingum County,"Muskingum County, Ohio",2021,86408,,637,51173,535
Ohio,Portage County,"Portage County, Ohio",2021,162382,,1466,64471,747
Ohio,Richland County,"Richland County, Ohio",2021,125195,3884.0,1531,51158,570
Ohio,Ross County,"Ross County, Ohio",2021,76891,,612,50395,659
Ohio,Scioto County,"Scioto County, Ohio",2021,73346,,1736,40522,509
Ohio,Stark County,"Stark County, Ohio",2021,373834,22728.0,7953,59127,629
Ohio,Summit County,"Summit County, Ohio",2021,537633,39353.0,19953,63117,713
Ohio,Trumbull County,"Trumbull County, Ohio",2021,201335,4573.0,2646,51057,565
Ohio,Tuscarawas County,"Tuscarawas County, Ohio",2021,92500,,711,58060,599
Ohio,Warren County,"Warren County, Ohio",2021,246553,,2189,95817,1016
Ohio,Wayne County,"Wayne County, Ohio",2021,116710,6178.0,1010,59666,617
Ohio,Wood County,"Wood County, Ohio",2021,132472,,906,63620,733
Oklahoma,Canadian County,"Canadian County, Oklahoma",2021,161737,,1717,74768,911
Oklahoma,Cleveland County,"Cleveland County, Oklahoma",2021,297597,18959.0,3159,67172,808
Oklahoma,Comanche County,"Comanche County, Oklahoma",2021,122063,,1266,49325,633
Oklahoma,Creek County,"Creek County, Oklahoma",2021,72029,,503,52818,646
Oklahoma,Muskogee County,"Muskogee County, Oklahoma",2021,66146,,1627,43437,531
Oklahoma,Oklahoma County,"Oklahoma County, Oklahoma",2021,798575,47346.0,13689,57764,761
Oklahoma,Payne County,"Payne County, Oklahoma",2021,81989,,314,49348,681
Oklahoma,Pottawatomie County,"Pottawatomie County, Oklahoma",2021,73019,,1027,51451,627
Oklahoma,Rogers County,"Rogers County, Oklahoma",2021,96695,4381.0,938,68777,692
Oklahoma,Tulsa County,"Tulsa County, Oklahoma",2021,672858,43437.0,8295,58954,769
Oklahoma,Wagoner County,"Wagoner County, Oklahoma",2021,84050,,561,70313,713
Oregon,Benton County,"Benton County, Oregon",2021,96017,12304.0,2296,64163,1112
Oregon,Clackamas County,"Clackamas County, Oregon",2021,422537,51268.0,7648,91329,1368
Oregon,Deschutes County,"Deschutes County, Oregon",2021,204801,,2492,79796,1353
Oregon,Douglas County,"Douglas County, Oregon",2021,111978,,1915,51166,740
Oregon,Jackson County,"Jackson County, Oregon",2021,223734,15742.0,3977,64249,1047
Oregon,Josephine County,"Josephine County, Oregon",2021,88346,,1828,48785,800
Oregon,Klamath County,"Klamath County, Oregon",2021,70164,,1604,46721,768
Oregon,Lane County,"Lane County, Oregon",2021,383189,30670.0,8474,61712,987
Oregon,Linn County,"Linn County, Oregon",2021,129839,,2718,65196,969
Oregon,Marion County,"Marion County, Oregon",2021,347119,24507.0,7348,64406,1003
Oregon,Multnomah County,"Multnomah County, Oregon",2021,803377,136802.0,22629,78319,1273
Oregon,Polk County,"Polk County, Oregon",2021,89164,,1962,71532,1010
Oregon,Umatilla County,"Umatilla County, Oregon",2021,79988,,1159,58329,699
Oregon,Washington County,"Washington County, Oregon",2021,600811,91222.0,9441,92147,1423
Oregon,Yamhill County,"Yamhill County, Oregon",2021,108239,,1574,77256,1065
Pennsylvania,Adams County,"Adams County, Pennsylvania",2021,104127,,1068,72985,752
Pennsylvania,Allegheny County,"Allegheny County, Pennsylvania",2021,1238090,158528.0,22751,69091,831
Pennsylvania,Armstrong County,"Armstrong County, Pennsylvania",2021,65093,,788,54039,516
Pennsylvania,Beaver County,"Beaver County, Pennsylvania",2021,166624,13241.0,2373,65003,594
Pennsylvania,Berks County,"Berks County, Pennsylvania",2021,429342,26292.0,7214,68658,848
Pennsylvania,Blair County,"Blair County, Pennsylvania",2021,121767,4145.0,2019,57361,576
Pennsylvania,Bucks County,"Bucks County, Pennsylvania",2021,646098,76061.0,6768,100144,1192
Pennsylvania,Butler County,"Butler County, Pennsylvania",2021,194273,,1875,78146,816
Pennsylvania,Cambria County,"Cambria County, Pennsylvania",2021,132167,6160.0,2508,52995,524
Pennsylvania,Carbon County,"Carbon County, Pennsylvania",2021,65412,,793,57262,648
Pennsylvania,Centre County,"Centre County, Pennsylvania",2021,157527,14244.0,1099,66789,906
Pennsylvania,Chester County,"Chester County, Pennsylvania",2021,538649,81670.0,5433,109601,1365
Pennsylvania,Clearfield County,"Clearfield County, Pennsylvania",2021,80082,,1432,55193,504
Pennsylvania,Crawford County,"Crawford County, Pennsylvania",2021,83351,2320.0,982,55593,556
Pennsylvania,Cumberland County,"Cumberland County, Pennsylvania",2021,262919,26615.0,2946,82691,966
Pennsylvania,Dauphin County,"Dauphin County, Pennsylvania",2021,287400,26627.0,5029,66454,898
Pennsylvania,Delaware County,"Delaware County, Pennsylvania",2021,573849,58879.0,7244,78220,1059
Pennsylvania,Erie County,"Erie County, Pennsylvania",2021,269011,14202.0,4058,56851,639
Pennsylvania,Fayette County,"Fayette County, Pennsylvania",2021,126931,,3262,47981,530
Pennsylvania,Franklin County,"Franklin County, Pennsylvania",2021,156289,,1558,66715,730
Pennsylvania,Indiana County,"Indiana County, Pennsylvania",2021,82886,,1527,52023,575
Pennsylvania,Lackawanna County,"Lackawanna County, Pennsylvania",2021,215663,11675.0,2531,62136,685
Pennsylvania,Lancaster County,"Lancaster County, Pennsylvania",2021,553652,37453.0,7182,75688,977
Pennsylvania,Lawrence County,"Lawrence County, Pennsylvania",2021,85497,,972,59536,539
Pennsylvania,Lebanon County,"Lebanon County, Pennsylvania",2021,143493,7631.0,2199,72732,757
Pennsylvania,Lehigh County,"Lehigh County, Pennsylvania",2021,375539,31941.0,5869,68738,1024
Pennsylvania,Luzerne County,"Luzerne County, Pennsylvania",2021,326053,17906.0,4427,60020,707
Pennsylvania,Lycoming County,"Lycoming County, Pennsylvania",2021,113605,4905.0,2012,60494,673
Pennsylvania,Mercer County,"Mercer County, Pennsylvania",2021,109972,,1393,54067,586
Pennsylvania,Monroe County,"Monroe County, Pennsylvania",2021,169273,,3175,78575,963
Pennsylvania,Montgomery County,"Montgomery County, Pennsylvania",2021,860578,127204.0,9894,102896,1295
Pennsylvania,Northampton County,"Northampton County, Pennsylvania",2021,313628,25829.0,5099,79578,1035
Pennsylvania,Northumberland County,"Northumberland County, Pennsylvania",2021,91266,,1488,50751,517
Pennsylvania,Philadelphia County,"Philadelphia County, Pennsylvania",2021,1576251,170574.0,44010,52899,999
Pennsylvania,Schuylkill County,"Schuylkill County, Pennsylvania",2021,143264,,3234,58614,568
Pennsylvania,Somerset County,"Somerset County, Pennsylvania",2021,73627,,585,54352,468
Pennsylvania,Washington County,"Washington County, Pennsylvania",2021,209470,,2881,68408,633
Pennsylvania,Westmoreland County,"Westmoreland County, Pennsylvania",2021,353057,24274.0,4249,63064,608
Pennsylvania,York County,"York County, Pennsylvania",2021,458696,29429.0,5450,72949,853
Rhode Island,Kent County,"Kent County, Rhode Island",2021,170715,,2821,73159,975
Rhode Island,Newport County,"Newport County, Rhode Island",2021,85264,,1382,88090,1330
Rhode Island,Providence County,"Providence County, Rhode Island",2021,658221,50856.0,18867,67368,949
Rhode Island,Washington County,"Washington County, Rhode Island",2021,130592,,853,90427,1101
